Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-15-0200-2016-CEJ,Civilian,CA0150200,Male,Hispanic,,36-40,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - precautionary measure only,FALSE,"Head, Front lower torso/abdomen, Arms/hands , Front legs/feet, Rear legs",FALSE,,TRUE,"Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon, Chemical spray (e.g. OC/CS), Electronic control device, K-9 contact",FALSE,FALSE,None,TRUE,25850(A) PC CRRY LOAD F/ARM PUB PLACE (MISDEMEANOR),,FALSE,,Handgun,TRUE,Assaultive,In custody (other),TRUE,Firearm,,,,,
URSUS-15-0200-2016-CEJ,Officer,CA0150200,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CEJ,Officer,CA0150200,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Plainclothes
URSUS-15-0200-2016-CEJ,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CEJ,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CQP,Civilian,CA0150200,Male,Hispanic,,36-40,TRUE,Death,"Unconscious, Bone fracture, Internal injury, Abrasion/Laceration, Gunshot wound",Medical assistance - treated on scene,FALSE,"Head, Front upper torso/chest, Rear upper torso/back, Front lower torso/abdomen, Rear lower torso/back, Rear below waist/buttocks, Arms/hands , Front legs/feet, Rear legs",FALSE,,TRUE,"Blunt / impact weapon, Discharge of firearm (miss), Discharge of firearm (hit)",TRUE,TRUE,None,TRUE,,,TRUE,Firearm,Handgun,TRUE,Life-threatening,Deceased,TRUE,Firearm,,,,,
URSUS-15-0200-2016-CQP,Officer,CA0150200,Female,White,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CQP,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CQP,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CQP,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CQP,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CRQ,Civilian,CA0150200,Male,"Asian Indian, Hispanic",,26-30,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Head, Rear upper torso/back, Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,"Signs of drug impairment, Signs of alcohol impairment",TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-CRQ,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-CRQ,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,Front below waist/groin area,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-DCA,Civilian,CA0150200,Male,Black,,36-40,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - precautionary measure only,FALSE,"Head, Arms/hands , Front legs/feet",FALSE,,TRUE,"Blunt / impact weapon, Chemical spray (e.g. OC/CS), K-9 contact",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-DCA,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-DCA,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-DCA,Officer,CA0150200,Male,Hispanic,,36-40,FALSE,,,,,Front legs/feet,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-DGR,Civilian,CA0150200,Male,Hispanic,,21-25,TRUE,Serious bodily injury,"Unconscious, Bone fracture",Admitted to hospital - critical injuries,FALSE,Arms/hands ,,,TRUE,Blunt / impact weapon,FALSE,FALSE,None,FALSE,21510(A) PC POSS SWITCHBLADE:VEHICLE (MISDEMEANOR),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Assaultive,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-15-0200-2016-DGR,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-DXE,Civilian,CA0150200,Male,Hispanic,,26-30,TRUE,Serious bodily injury,"Internal injury, Gunshot wound",Admitted to hospital - critical injuries,FALSE,"Front upper torso/chest, Front lower torso/abdomen, Front below waist/groin area, Rear below waist/buttocks",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,245(D)(1) PC ASLT PO W/FIREARM (FELONY),,TRUE,Firearm,Rifle,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-15-0200-2016-DXE,Officer,CA0150200,Male,"Black, Hispanic",,26-30,FALSE,,,,,(Not applicable),,,TRUE,Threat of firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-15-0200-2016-EGR,Civilian,CA0150200,Male,Hispanic,,36-40,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,"Rear upper torso/back, Rear below waist/buttocks, Arms/hands , Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Blunt / impact weapon",FALSE,FALSE,None,FALSE,148(A)(1) PC OBSTRUCT/ETC PUB OFCR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-EGR,Officer,CA0150200,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-EGR,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-GXJ,Civilian,CA0150200,Male,Hispanic,,71-75,TRUE,Death,"Internal injury, Gunshot wound",Medical assistance - treated on scene,FALSE,"Front upper torso/chest, Arms/hands , Front legs/feet",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,Signs of mental disability,FALSE,,,TRUE,Firearm,,TRUE,Passive non-compliance,Deceased,FALSE,,,,,,
URSUS-15-0200-2016-GXJ,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-15-0200-2016-HEH,Civilian,CA0150200,Male,White,,21-25,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,"Head, Front upper torso/chest, Rear upper torso/back, Rear below waist/buttocks, Arms/hands , Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon, Electronic control device",FALSE,FALSE,Signs of drug impairment,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-HEH,Officer,CA0150200,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-HEH,Officer,CA0150200,Male,White,,36-40,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-HMN,Civilian,CA0150200,Male,Black,,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Head, Arms/hands ",FALSE,,TRUE,"Other control hold/takedown, Blunt / impact weapon, Chemical spray (e.g. OC/CS)",FALSE,FALSE,None,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-HMN,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-HMN,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-JBV,Civilian,CA0150200,Male,Hispanic,,41-45,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,Front legs/feet,FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,None,TRUE,245(C) PC ADW NOT F/ARM:PO/FIRE:GBI (FELONY) ADW,,TRUE,Other dangerous weapon,,TRUE,Assaultive,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-15-0200-2016-JBV,Officer,CA0150200,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-JBV,Officer,CA0150200,Male,White,,21-25,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,Head,,,TRUE,Other dangerous weapon,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-15-0200-2016-KSN,Civilian,CA0150200,Male,Hispanic,,21-25,FALSE,,,,,"Rear upper torso/back, Arms/hands , Front legs/feet, Rear legs",,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of drug impairment,TRUE,148(A)(1) PC OBSTRUCT/ETC PUB OFCR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-KSN,Officer,CA0150200,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-KSN,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-KSN,Officer,CA0150200,Male,Hispanic,,46-50,TRUE,Serious bodily injury,Internal injury,Medical assistance - treated at facility and released,FALSE,Arms/hands ,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-NHS,Civilian,CA0150200,Male,Black,,41-45,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,Rear upper torso/back,FALSE,,TRUE,"Other control hold/takedown, Blunt / impact weapon, Electronic control device",FALSE,FALSE,None,FALSE,11378 HS POSS CNTL SUB FOR SALE (FELONY),,TRUE,"Firearm, Other dangerous weapon, Unknown",,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-NHS,Officer,CA0150200,Male,"Hispanic, White",,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-NHS,Officer,CA0150200,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-SYX,Civilian,CA0150200,Male,White,,26-30,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,TRUE,"Head, Front upper torso/chest, Rear upper torso/back",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,Unknown,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-SYX,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Tactical
URSUS-15-0200-2016-SYX,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Tactical
URSUS-15-0200-2016-SZM,Civilian,CA0150200,Male,White,,26-30,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Rear upper torso/back, Rear lower torso/back, Arms/hands ",FALSE,,TRUE,"Other control hold/takedown, Blunt / impact weapon",FALSE,FALSE,None,TRUE,245(C) PC ADW NOT F/ARM:PO/FIRE:GBI (FELONY) ADW,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Assaultive,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-15-0200-2016-SZM,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-SZM,Officer,CA0150200,Male,White,,31-35,TRUE,Injury,"Abrasion/Laceration, Stabbing wound",No medical assistance or refused assistance,FALSE,Arms/hands ,,,TRUE,"Knife, blade, or stabbing instrument",FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TEE,Civilian,CA0150200,Male,Black,,21-25,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,"Head, Front upper torso/chest, Rear upper torso/back, Rear below waist/buttocks, Arms/hands , Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon, Electronic control device",FALSE,FALSE,Signs of drug impairment,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-TEE,Officer,CA0150200,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TEE,Officer,CA0150200,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TEE,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TEE,Officer,CA0150200,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TEE,Officer,CA0150200,Male,White,,26-30,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,"Head, Arms/hands ",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-TZN,Civilian,CA0150200,Male,Hispanic,,26-30,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,"Head, Arms/hands ",,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of drug impairment,TRUE,647(F) PC DISORD CONDUCT:ALCOHOL (MISDEMEANOR) ALC,,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-TZN,Officer,CA0150200,Male,White,,41-45,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-15-0200-2016-VMK,Civilian,CA0150200,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest, Rear lower torso/back, Arms/hands , Rear legs",FALSE,,TRUE,"Other control hold/takedown, Chemical spray (e.g. OC/CS)",FALSE,FALSE,None,FALSE,148.10(A) PC RESIST PO:CAUSE DEATH/SBI (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-VMK,Officer,CA0150200,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-VMK,Officer,CA0150200,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-VMK,Officer,CA0150200,Male,White,,26-30,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-VMK,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-VMK,Officer,CA0150200,Male,Hispanic,,26-30,FALSE,,,,,"Front upper torso/chest, Front lower torso/abdomen",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-VYM,Civilian,CA0150200,Male,White,,21-25,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Front upper torso/chest,FALSE,,TRUE,"Blunt / impact weapon, Electronic control device",FALSE,FALSE,None,FALSE,245(C) PC ADW NOT F/ARM:PO/FIRE:GBI (FELONY) ADW,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-15-0200-2016-VYM,Officer,CA0150200,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-WFP,Civilian,CA0150200,Male,White,,46-50,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Arms/hands, Rear legs",,,TRUE,Blunt / impact weapon,FALSE,FALSE,None,FALSE,182(A)(1) PC CONSPIRACY:COMMIT CRIME (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-15-0200-2016-WFP,Officer,CA0150200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-WRC,Civilian,CA0150200,Male,Hispanic,,31-35,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - precautionary measure only,FALSE,"Head, Rear upper torso/back, Arms/hands , Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Blunt / impact weapon, Electronic control device",FALSE,FALSE,None,TRUE,29800(A)(1) PC FELON/ETC POSS/ETC F/ARM (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-WRC,Officer,CA0150200,Male,"American Indian, Black, Hispanic",,51-55,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-WRC,Officer,CA0150200,Male,Hispanic,,26-30,FALSE,,,,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-15-0200-2016-WVZ,Civilian,CA0150200,Male,White,,41-45,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - critical injuries,FALSE,"Head, Front legs/feet",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon, Electronic control device",FALSE,FALSE,None,TRUE,3056 PC VIOLATION OF PAROLE:FEL (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-15-0200-2016-WVZ,Officer,CA0150200,Male,Hispanic,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-15-0200-2016-WVZ,Officer,CA0150200,Male,Hispanic,,26-30,FALSE,,,,,Front lower torso/abdomen,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
